Name,Card Type,Card Sub-Type,Attribute,Monster Type,Class,Level,ATK,DEF,Card Text,Select Your Deck Here,Highest Playability
Electro-Whip,Spell,Equip,,,,,,,A Thunder-Type monster equipped with this card increases its ATK and DEF by 300 points.,Select a deck above,Junk
Elegant Egotist,Spell,Normal,,,,,,,"If ""Harpie Lady"" is on the field: Special Summon 1 ""Harpie Lady"" or ""Harpie Lady Sisters"" from your hand or Deck.",Select a deck above,Junk
Element Doom,Monster,Effect,Dark,Fiend,,4,1500,1200,"This monster gets the following effect(s) while there is a monster(s) with the following Attribute(s) on the field:
● EARTH: Negate the effect of an Effect Monster that is destroyed by this monster as a result of battle.
● WIND: If this card destroyed your opponent's monster as a result of battle, it can attack once again in a row.",Select a deck above,Junk
Element Dragon,Monster,Effect,Light,Dragon,,4,1500,1200,"This monster gets the following effect(s) while there is a monster(s) with the following Attribute(s) on the field:
● FIRE: Increase the ATK of this card by 500 points.
● WIND: If this card destroyed your opponent's monster as a result of battle, it can attack once again in a row.",Select a deck above,Junk
Element Magician,Monster,Effect,Light,Spellcaster,,4,1500,1200,"This monster gets the following effect(s) while there is a monster(s) with the following Attribute(s) on the field:
● WATER: Control of this card cannot switch.
● WIND: If this card destroyed your opponent's monster as a result of battle, it can attack once again in a row.",Select a deck above,Junk
Element Saurus,Monster,Effect,Dark,Dinosaur,,4,1500,1200,"This monster gets the following effect(s) while there is a monster(s) with the following Attribute(s) on the field:
● FIRE: Increase the ATK of this card by 500 points.
● EARTH: Negate the effect of an Effect Monster that is destroyed by this monster as a result of battle.",Select a deck above,Junk
Element Soldier,Monster,Effect,Dark,Fiend,,4,1500,1200,"This monster gets the following effect(s) while there is a monster(s) with the following Attribute(s) on the field:
● WATER: Control of this card cannot switch.
● EARTH: Negate the effect of an Effect Monster that is destroyed by this monster in battle.",Select a deck above,Junk
Element Valkyrie,Monster,Effect,Light,Fairy,,4,1500,1200,"This monster gets the following effect(s) while there is a monster(s) with the following Attribute(s) on the field:
● FIRE: This card gains 500 ATK.
● WATER: Control of this card cannot switch.",Select a deck above,Junk
Elemental Burst,Trap,Normal,,,,,,,"Tribute 1 each of WIND, WATER, FIRE, and EARTH monsters on your side of the field to activate this card. Destroy all cards on your opponent's side of the field.",Select a deck above,Junk
Elemental HERO Avian,Monster,Normal,Wind,Warrior,,3,1000,1000,"A winged Elemental HERO who wheels through the sky and manipulates the wind. His signature move, Featherbreak, gives villainy a blow from sky-high.",Select a deck above,Junk
Elemental HERO Burstinatrix,Monster,Normal,Fire,Warrior,,3,1200,800,A flame manipulator who was the first Elemental HERO woman. Her Burstfire burns away villainy.,Select a deck above,Junk
Elemental HERO Clayman,Monster,Normal,Earth,Warrior,,4,800,2000,An Elemental HERO with a clay body built-to-last. He'll preserve his Elemental HERO colleagues at any cost.,Select a deck above,Junk
Elemental HERO Flame Wingman,Monster,Fusion,Wind,Warrior,Effect,6,2100,1200,"Elemental HERO Avian + ""Elemental HERO Burstinatrix""
Must be Fusion Summoned and cannot be Special Summoned by other ways. When this card destroys a monster by battle and sends it to the Graveyard: Inflict damage to your opponent equal to the ATK of the destroyed monster.",Select a deck above,Junk
Elemental HERO Sparkman,Monster,Normal,Light,Warrior,,4,1600,1400,An Elemental HERO and a warrior of light who proficiently wields many kinds of armaments. His Static Shockwave cuts off the path of villainy.,Select a deck above,Junk
Elemental HERO Thunder Giant,Monster,Fusion,Light,Warrior,Effect,6,2400,1500,"Elemental HERO Sparkman + ""Elemental HERO Clayman""
Must be Fusion Summoned and cannot be Special Summoned by other ways. Once per turn: You can discard 1 card to target 1 face-up monster on the field with original ATK less than the ATK of this card; destroy that target.",Select a deck above,Junk
Elemental Mistress Doriado,Monster,Ritual,Light,Spellcaster,Effect,3,1200,1400,"This card can only be Ritual Summoned with the Ritual Spell Card, ""Doriado's Blessing"". The Attribute of this card is also treated as WIND, WATER, FIRE, and EARTH.",Select a deck above,Junk
Elephant Statue of Blessing,Monster,Effect,Earth,Rock,,3,1500,0,When this card is sent from your hand to your Graveyard by an opponent's card effect: You gain 2000 Life Points.,Select a deck above,Junk
Elephant Statue of Disaster,Monster,Effect,Earth,Rock,,3,1500,0,When this card is sent from your hand to your Graveyard by an opponent's card effect: Inflict 2000 damage to your opponent.,Select a deck above,Junk
Elf's Light,Spell,Equip,,,,,,,A Light monster equipped with this card increases its ATK by 400 and decreases its DEF by 200.,Select a deck above,Junk
Emblem of Dragon Destroyer,Spell,Normal,,,,,,,"Add 1 Buster Blader"" from your Deck or your Graveyard to your hand.""",Select a deck above,Junk
Emergency Provisions,Spell,Quick-Play,,,,,,,Send any number of other Spell and Trap Cards you control to the Graveyard. Gain 1000 Life Points for each card sent.,Select a deck above,Junk
Emes the Infinity,Monster,Effect,Light,Machine,,7,2500,2000,"Each time this card destroys an opponent's monster and sends it to the Graveyard as a result of battle, increase the ATK of this card by 700 points.",Select a deck above,Junk
Emissary of the Afterlife,Monster,Effect,Dark,Fiend,,4,1600,600,"When this card is sent from the field to the Graveyard, each player selects 1 Level 3 or lower Normal Monster from their Deck, and adds it to their hand after showing it to the opponent. The Decks are then shuffled.",Select a deck above,Junk
Emissary of the Oasis,Monster,Effect,Light,Spellcaster,,3,600,400,"While a face-up Level 3 or lower Normal Monster is on your side of the field, your opponent cannot select this card as an attack target. While this card is face-up on your side of the field, any Battle Damage to the controller of this card from battle involving a Level 3 or lower Normal Monster becomes 0.",Select a deck above,Junk
Empress Judge,Monster,Fusion,Earth,Warrior,Normal,6,2100,1700,"Queen's Double + ""Hibikime""",Select a deck above,Junk
Empress Mantis,Monster,Normal,Wind,Insect,,6,2200,1400,Queen of an army of giant mantises whose command moves legions.,Select a deck above,Junk
Enchanted Javelin,Trap,Normal,,,,,,,Increase your Life Points by the ATK of 1 attacking monster.,Select a deck above,Junk
Enchanting Fitting Room,Spell,Normal,,,,,,,Pay 800 Life Points. Pick up 4 cards from the top of your Deck and Special Summon to your side of the field all Level 3 or lower Normal Monsters among the picked-up cards. Return all the other picked-up cards to your Deck and the Deck is then shuffled.,Select a deck above,Junk
Enchanting Mermaid,Monster,Normal,Water,Fish,,3,1200,900,A beautiful mermaid that lures voyagers to a watery death.,Select a deck above,Junk
Enemy Controller,Spell,Quick-Play,,,,,,,"Active 1 of these effects.
Target 1 face-up monster your opponent controls; change that target's battle position.
Tribute 1 monster, then target 1 face-up monster your opponent controls; take control of that target until the End Phase.",Select a deck above,Borderline
Energy Drain,Trap,Normal,,,,,,,"Select 1 face-up monster on your side of the field. Increase the ATK and DEF of the monster by an amount equal to the number of cards in your opponent's hand x 200 points, until the End Phase.",Select a deck above,Junk
Enervating Mist,Trap,Continuous,,,,,,,Your opponent's hand size limit becomes 5.,Select a deck above,Junk
Enraged Battle Ox,Monster,Effect,Earth,Beast-Warrior,,4,1700,1000,"As long as this card remains face-up on your side of the field, when Beast, Beast-Warrior and Winged Beast-Type monsters on your side of the field attack with an ATK that is higher than the DEF of your opponent's Defense Position monster, inflict the difference as Battle Damage to your opponent's Life Points.",Select a deck above,Borderline
Enraged Muka Muka,Monster,Effect,Earth,Rock,,5,1200,600,Increase the ATK and DEF of this card by 400 points for each card in your hand.,Select a deck above,Junk
Eria the Water Charmer,Monster,Effect,Water,Spellcaster,Flip,3,500,1500,"FLIP: Take control of 1 WATER monster on your opponent's side of the field, for as long as this card remains face-up on the field.",Select a deck above,Junk
Eternal Rest,Spell,Normal,,,,,,,Destroy all monsters equipped with Equip Cards.,Select a deck above,Junk
Exchange,Spell,Normal,,,,,,,"Each player looks at their opponent's hand, chooses 1 card in it and adds it to their own hand.",Select a deck above,Junk
Exhausting Spell,Trap,Normal,,,,,,,Remove all Spell Counters on both sides of the field.,Select a deck above,Junk
Exile of the Wicked,Spell,Normal,,,,,,,Destroy all face-up Fiend-Type monsters on the field.,Select a deck above,Junk
Exiled Force,Monster,Effect,Earth,Warrior,,4,1000,1000,You can Tribute this card to destroy 1 monster on the field.,Select a deck above,Optional
Exodia Necross,Monster,Effect,Dark,Spellcaster,,4,1800,0,"This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by the effect of ""Contract with Exodia"". This card is not destroyed as a result of battle or by the effects of Spell or Trap Cards, and during each of your Standby Phases, increase the ATK of this card by 500 points. This card is destroyed when any of ""Exodia the Forbidden One"", ""Right Arm of the Forbidden One"", ""Left Arm of the Forbidden One"", ""Right Leg of the Forbidden One"" or ""Left Leg of the Forbidden One"" is not in your Graveyard.",Select a deck above,Junk
Exodia the Forbidden One,Monster,Effect,Dark,Spellcaster,,3,1000,1000,"When you have ""Right Leg of the Forbidden One"", ""Left Leg of the Forbidden One"", ""Right Arm of the Forbidden One"" and ""Left Arm of the Forbidden One"" in addition to this card in your hand, you win the Duel.",Select a deck above,Junk
Fairy Box,Trap,Normal,,,,,,,"When your opponent's monster declares an attack: Toss a coin and call it. If you call it right, the attacking monster's ATK becomes 0 until the end of the Battle Phase. During each of your Standby Phases, pay 500 Life Points or destroy this card.",Select a deck above,Junk
Fairy Guardian,Monster,Effect,Wind,Fairy,,3,1000,1000,Offer this face-up card as a Tribute to return 1 Magic Card sent to your Graveyard by your opponent during this turn to the bottom of your Deck.,Select a deck above,Junk
Fairy King Truesdale,Monster,Effect,Water,Plant,,6,2200,1500,"While this card is in Defense Position, all Plant-Type monsters you control gain 500 ATK and DEF.",Select a deck above,Junk
Fairy Meteor Crush,Spell,Equip,,,,,,,"When a monster equipped with this card attacks with an ATK that is higher than the DEF of a Defense Position monster, inflict the difference as Battle Damage to your opponent's Life Points.",Select a deck above,Junk
Fairy of the Spring,Spell,Normal,,,,,,,Add 1 Equip Spell Card from your Graveyard to your hand. You cannot activate that Equip Spell Card this turn.,Select a deck above,Junk
Fairy's Gift,Monster,Normal,Light,Spellcaster,,4,1400,1000,This flying monster is known for delivering happiness to all.,Select a deck above,Junk
Fairy's Hand Mirror,Trap,Normal,,,,,,,When your opponent activates a Spell Card that targets exactly 1 monster (and no other cards) on the field: Target another card that would be an appropriate target; that Spell now targets the new target.,Select a deck above,Junk
